date,time,broad_info,company_info,category
2025.05.08,00:00,예다함상조NS홈쇼핑,NS홈쇼핑,여가/생활편의
2025.05.08,00:24,엘르 선글라스 1 NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션잡화
2025.05.08,00:31,대명아임레디 행복한플랜 삼성가전결합 - 무료상담신청SK스토아,SK스토아,여가/생활편의
2025.05.08,00:37,[초특가]이자녹스 듀얼커버 쿠션 4개용량 (본품2+리필2+퍼프3)신세계쇼핑,신세계쇼핑,화장품/미용
2025.05.08,00:38,[장윤정 PICK 온가족선쿠션] 리에노 수분 듬뿍 빅선쿠션 5개GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.05.08,00:39,테디크루 25SS 여성 반팔티셔츠 5종 KT알파쇼핑,KT알파쇼핑,패션의류
2025.05.08,00:40,[릴리오] ○by 오일릴리 25SS 캐시미어 실크 블렌디드 시퀸 V넥 니트롯데원티비,롯데원티비,패션의류
2025.05.08,00:40,퍼니트 액티브 포스파티딜세린(250115)_세일가현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.05.08,00:45,[NEW 업그레이드] 동국제약 타이트 리프팅 마데카크림 9통CJ온스타일 플러스,CJ온스타일 플러스,화장품/미용
2025.05.08,00:52,아치솔 족저근막 깔창 인솔 1+1쇼핑엔티,쇼핑엔티,패션의류
2025.05.08,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.05.08,01:00,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.05.08,01:00,[컬럼비아] 25SS 여성 반팔 티셔츠 4종롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.05.08,01:00,"[최초가59,900]셀렙샵에디션 아세테이트 와이드팬츠CJ온스타일",CJ온스타일,패션의류
2025.05.08,01:00,[방송에서만50%세일] 리포좀 글루타치온 골드 12박스 + 엘라스틴 글루타치온 2박스홈앤쇼핑,홈앤쇼핑,식품
2025.05.08,01:00,주영엔에스 헤어콜라겐 인텐스 6박스GS홈쇼핑,GS홈쇼핑,식품
2025.05.08,01:00,"왕의 맥문동 진액 골드 (70ml×30포)×8박스, 총 240포공영쇼핑",공영쇼핑,식품
2025.05.08,01:24,네파드로즈1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.05.08,01:31,캐나다 자숙랍스터 로얄사이즈 3미 (마리당 600g~800g내외) + 레몬스윗칠리소스 1병 | 원산지 : 상품정보 참조SK스토아,SK스토아,식품
2025.05.08,01:38,"[론칭가89,900원→2만원↓] 블루핏 NEW 보이핏 자켓신세계쇼핑",신세계쇼핑,패션의류
2025.05.08,01:39,프롬더스킨 글루타치온 콜라겐팩 더블 구성GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.05.08,01:40,부케가르니 딥클리어 칫솔치약(240617)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,생활/건강
2025.05.08,01:40,[방송에서만]  직수입! 엠디래쉬팩터 속눈썹 영양제 1+1 특집KT알파쇼핑,KT알파쇼핑,화장품/미용
2025.05.08,01:45,[방송] 프랑스직수입 니치 향수 2종(베티버&아이리스+로즈&베르CJ온스타일 플러스,CJ온스타일 플러스,화장품/미용
2025.05.08,01:50,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.05.08,01:51,25SS AK앤클라인 밀라노 풀오버 3종쇼핑엔티,쇼핑엔티,패션의류
2025.05.08,01:55,더베리에 25SS 프렌치린넨 페이퍼얀 롱 가디건CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.05.08,02:00,선호 본 THE잘생긴명란(500g) X 3통 / 총1.5kg_면공영쇼핑,공영쇼핑,식품
2025.05.08,02:00,네파드로즈3NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.05.08,02:00,"[JW중외제약] ■관절건강 콘드로이친 뮤코다당 단백 1200 12박스(1박스:1,000 mg x 60정)롯데원티비",롯데원티비,식품
2025.05.08,02:00,[메종비오비(BOB)] BOB 25SS 여성 타임리스 셋업 3종 (집업자켓+맨투맨+팬츠)롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.05.08,02:00,막스스튜디오 25SS 썸머 셋업 4PCS (재킷+팬츠+원피스+벨트)GS홈쇼핑,GS홈쇼핑,패션의류
2025.05.08,02:00,[TATE] 테이트 25SS 여성 오가닉 코튼 100% 썸머 브리즈 티 컬렉션 7종홈앤쇼핑,홈앤쇼핑,패션의류
