date,time,broad_info,company_info,category
2025.05.04,00:05,라삐아프 25SS 스트라이프 반팔 티셔츠 4종GS홈쇼핑,GS홈쇼핑,패션의류
2025.05.04,00:20,보랄듀얼폴딩팬(리빙)현대홈쇼핑,현대홈쇼핑,디지털/가전
2025.05.04,00:27,♥ 예쁜눈 패키지 ♥ [기본] 신데렐라스토리 에어볼륨 마스카라 5개 + 아이라이너 2개 + (포토상품평) 아이패치 1개신세계쇼핑,신세계쇼핑,화장품/미용
2025.05.04,00:31,"(신형)삼성 갤럭시북4 NT750XGJ-KH51Y, 갤럭시탭 A9+, 마우스SK스토아",SK스토아,디지털/가전
2025.05.04,00:31,24FW 울실크 블랜드 홀가먼트 니트 3종SK스토아,SK스토아,패션의류
2025.05.04,00:32,칼만 스텐큐브웨이브 밧드 13P쇼핑엔티,쇼핑엔티,생활/건강
2025.05.04,00:35,[스타일제이] 25SS 면모달 레터링 티셔츠 5종KT알파쇼핑,KT알파쇼핑,패션의류
2025.05.04,00:38,최대최다 현대약품 마이녹셀 프레스티지 탈모샴푸 입문세트GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.05.04,00:40,[12개입/싱글] 질경이 이너케어 3개입 x 4박스(박스 구성 內 무료체험분 1개입 포함)롯데원티비,롯데원티비,생활/건강
2025.05.04,00:40,직화구이무뼈닭발1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,생활/건강
2025.05.04,01:00,원데이 알파시클로덱스트린 알파CD 파인애플맛 9박스CJ온스타일,CJ온스타일,식품
2025.05.04,01:00,24 자연향 부사 보조개(미얀마) 4.5kg공영쇼핑,공영쇼핑,식품
2025.05.04,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.05.04,01:00,[A&D]25SS 와펜 더블 버튼 자켓 1종홈앤쇼핑,홈앤쇼핑,패션의류
2025.05.04,01:00,[LBL] 25SS 실크캐시미어 브이넥 가디건롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.05.04,01:07,탐모라 제주 흑돼지 순살족발 150g *  6팩 + 아강발 300g * 2팩(새우양념소스5팩)신세계쇼핑,신세계쇼핑,식품
2025.05.04,01:10,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.05.04,01:18,(방송에서만) 여에스더 NMN 파이토에스 5X 12박스 (337mg*30매*12박스)신세계쇼핑,신세계쇼핑,식품
2025.05.04,01:31,(방송에서만 ars2만원)●여에스더 NMN 파이토에스 5X_12박스 | 원산지 : 상품정보 참조SK스토아,SK스토아,식품
2025.05.04,01:32,25SS [비버리힐즈폴로클럽] 천연소가죽 올데이 컴포트화쇼핑엔티,쇼핑엔티,패션잡화
2025.05.04,01:36,파격초특가! 이자녹스 듀얼커버 쿠션 본품2+리필2+퍼프3KT알파쇼핑,KT알파쇼핑,화장품/미용
2025.05.04,01:39,순수더살롱 염색약 최신상 10박스 색상선택가능GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.05.04,01:40,코지마 오블리크 안마의자(241114)_기존가현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,생활/건강
2025.05.04,01:40,푸마의류1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.05.04,01:45,★썸머 최신상★ 비비안 스킨핏 에센셜 누디 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.05.04,02:00,"[최초가 119,000원]JEEP 25SS 여성 어드벤처 3종 풀셋업 (후드집업+일자팬츠+반집업맨투맨)롯데홈쇼핑",롯데홈쇼핑,패션의류
2025.05.04,02:00,제메이스 24K 순금 트리플 금볼 팔찌7g+24K순금 골드바GS홈쇼핑,GS홈쇼핑,패션잡화
2025.05.04,02:00,[맥스튜어트뉴욕] 25SS 여성 에어라이트 데님 3종홈앤쇼핑,홈앤쇼핑,패션의류
2025.05.04,02:00,히트상품 앵콜방송 2부NS홈쇼핑,NS홈쇼핑,식품
2025.05.04,02:00,[이롬] ●황성주 박사의 유기농 ABC주스 [80팩] 이롬 유기농ABC주스 (140ml×20팩×4박스)롯데원티비,롯데원티비,식품
2025.05.04,02:00,푸마의류2NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.05.04,02:00,에버홈 무선텀블러 믹서기공영쇼핑,공영쇼핑,생활/건강
2025.05.04,02:05,[리치 프리미엄 골드] ○ 24K 순금 고마루 4mm 반지롯데원티비,롯데원티비,패션잡화
2025.05.04,02:05,바니스뉴욕 천연 라피아 백 (스몰)CJ온스타일 플러스,CJ온스타일 플러스,패션잡화
2025.05.04,02:10,[이롬] ○황성주 박사의 유기농 ABC주스 [80팩] 이롬 유기농ABC주스 (140ml×20팩×4박스)롯데원티비,롯데원티비,식품
2025.05.04,02:11,"[믿쓰진] 기본 코살루즈 뿌리 전용 퀵 염색제 9박스(장갑,믹싱팁 내장)+믹싱팁 9개SK스토아",SK스토아,화장품/미용
2025.05.04,02:15,★썸머 최신상★ 비비안 스킨핏 에센셜 누디 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.05.04,02:20,[이롬] ◎황성주 박사의 유기농 ABC주스 [80팩] 이롬 유기농ABC주스 (140ml×20팩×4박스)롯데원티비,롯데원티비,식품
2025.05.04,02:20,액트플러스 얼라인플러스 슬라이드(250319)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.05.04,02:25,[데렉램 10 크로스비] ○25SS 꾸띄르데님 컬렉션 자켓롯데원티비,롯데원티비,패션의류
2025.05.04,02:30,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,식품
2025.05.04,02:30,[캘빈클라인스포츠] 25SS 여성 상의 3종 세트 (자켓+긴팔티+반팔티)롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.05.04,02:31,[이번달 중 단하루] 종근당건강 락토핏 코어맥스 8개월분 + 2개월분 더!쇼핑엔티,쇼핑엔티,패션의류
2025.05.04,02:35,바니스뉴욕 천연 라피아 백 (스몰)CJ온스타일 플러스,CJ온스타일 플러스,패션잡화
