date,time,broad_info,company_info,category
2025.05.05,00:00,것시스다이어트젤리NS홈쇼핑,NS홈쇼핑,식품
2025.05.05,00:24,네파드로즈1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.05.05,00:31,숀리 천국의 계단 스텝퍼 실내 클라이머 가정용 홈트 유산소 하체 운동 기구 스텝밀 오르기SK스토아,SK스토아,스포츠/레저
2025.05.05,00:31,(25SS 최신상) FILA 퍼포먼스 남여공용 기능성 언더셔츠 (6종) (0)SK스토아,SK스토아,패션의류
2025.05.05,00:32,[세일] 벨기에 유산균+다이어트 트리플러스 6개월분 (12박스)쇼핑엔티,쇼핑엔티,식품
2025.05.05,00:38,"김동완 돈까스 19팩(등심6,치즈3,치킨4,생선3,새우3) + 소스 2종GS홈쇼핑 마이샵",GS홈쇼핑 마이샵,식품
2025.05.05,00:40,하나손해보험_암보험_99플랜 (사은품: 포트메리온4p(머그2p+접시2p))KT알파쇼핑,KT알파쇼핑,여가/생활편의
2025.05.05,00:40,[하나손해보험] 하나 3대질환보험 1.1롯데원티비,롯데원티비,여가/생활편의
2025.05.05,00:55,"[론칭가69,900원]더엣지 홀가먼트 반팔니트 3종CJ온스타일 플러스",CJ온스타일 플러스,패션의류
2025.05.05,00:57,♥ UPGRADE! 최신상 ♥ 컬러딥 글루타치온 비타플러스 마스크팩 5박스 신세계쇼핑,신세계쇼핑,화장품/미용
2025.05.05,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.05.05,01:00,[10개월] 위&장엔 매스틱 유산균(3g x 15포 x 20박스)롯데홈쇼핑,롯데홈쇼핑,식품
2025.05.05,01:00,제주산 당찬여주 분말16통+스푼5개_F2_R공영쇼핑,공영쇼핑,식품
2025.05.05,01:00,[상담만 받아도 특별한 혜택] 나에게맞춘플러스간편건강보험GS홈쇼핑,GS홈쇼핑,
2025.05.05,01:00,해피한멀티숙박권(렌탈)현대홈쇼핑,현대홈쇼핑,여가/생활편의
2025.05.05,01:00,데이즈온 원데이 알파시클로덱스트린(250319)_재편집현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
