date,time,broad_info,company_info,category
2025.04.30,00:00,여행상품NS홈쇼핑,NS홈쇼핑,여가/생활편의
2025.04.30,00:02,고흥활낙지1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.30,00:31,더블 꾸띄르헤어 스킨락토7714 염색샴푸 190ml 6개+드라이어 시즌 4SK스토아,SK스토아,화장품/미용
2025.04.30,00:31,헤어랩 7종 풀패키지SK스토아,SK스토아,화장품/미용
2025.04.30,00:32,라이나생명 (무)골라담는건강보험(갱신형)_2형쇼핑엔티,쇼핑엔티,여가/생활편의
2025.04.30,00:37,[방송에서만-2만원]종근당건강 관절연골엔 난각막NEM 8개월분신세계쇼핑,신세계쇼핑,식품
2025.04.30,00:40,[하나손해보험] 하나 3대질환보험 1.1롯데원티비,롯데원티비,여가/생활편의
2025.04.30,00:45,[온플]카빌리지 신차장기렌터카 비교견적CJ온스타일 플러스,CJ온스타일 플러스,여가/생활편의
2025.04.30,00:58,GS단독 [이모카세1호] 마늘떡볶이 570g 7팩GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.30,01:00,[라이필] ☆방송에서만 세일![12개월] 라이필 더마콜라겐 비오틴맥스 6박스(3.5g*60포)롯데홈쇼핑,롯데홈쇼핑,식품
2025.04.30,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.04.30,01:00,시나몬랩이알하나(건강식품)현대홈쇼핑,현대홈쇼핑,식품
2025.04.30,01:00,(방송에서만 30%세일)[더블]비어랩 맥주효모 비오틴플러스 18박스홈앤쇼핑,홈앤쇼핑,식품
2025.04.30,01:00,삼성 비스포크 스팀 로봇청소기(241211)_자막방송현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,디지털/가전
2025.04.30,01:00,[나에게맞는맞춤설계] FM에셋 무료보험상담GS홈쇼핑,GS홈쇼핑,
2025.04.30,01:00,"[닥터린]콘드로이친MBP(1,200mg*30정)*12박스_N2공영쇼핑",공영쇼핑,식품
2025.04.30,01:00,[방송에서만 5+1박스] 이롬 생식 뉴밀플러스 6박스+쉐이커2CJ온스타일,CJ온스타일,식품
2025.04.30,01:03,못난이명란1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.30,01:20,[안국약품] ☆[방송에서만 50프로 세일]식물성 멜라토닌 함유 멜라굿나잇 12개월분[500mgx30정(15g)x12박스]롯데원티비,롯데원티비,식품
2025.04.30,01:31,[이롬]황성주 박사의 1일1생식 뉴밀플러스 6박스+흔들컵2개 | 원산지 : 상품정보 참조SK스토아,SK스토아,식품
2025.04.30,01:31,종근당건강 관절연골엔 난각막 NEM 8개월분쇼핑엔티,쇼핑엔티,식품
2025.04.30,01:36,(최종가)CNN 기능성 언더셔츠 5종 KT알파쇼핑,KT알파쇼핑,패션의류
2025.04.30,01:38,(NEW컬러) 송월타월 테리갤러리 순면 코마사 타월 10장+10장세트신세계쇼핑,신세계쇼핑,생활/건강
2025.04.30,01:39,D)에버콜라겐 인앤업비오틴셀 19병 (76주분) 비오틴콜라겐GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.30,01:40,팔레오 콘드로이친(230724)_자막방송현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.30,01:45,★25SS★세컨스킨 에어홀 심리스 팬티 8종 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,01:55,[미리주문5%↓][더엣지X바이에딧]25SS 레이스 레이어드 랩 스커CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:00,히트상품 앵콜방송 2부NS홈쇼핑,NS홈쇼핑,식품
2025.04.30,02:00,실속참치 500g × 3팩 / 총 1.5kg공영쇼핑,공영쇼핑,식품
2025.04.30,02:00,M12 24FW 울블렌디드 루즈핏 터틀넥 풀오버 4종CJ온스타일,CJ온스타일,패션의류
2025.04.30,02:00,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,여가/생활편의
2025.04.30,02:00,[A&D] 25SS 에이앤디 텐셀 모달 뉴 베티 레이어드 티블라우스 5종홈앤쇼핑,홈앤쇼핑,패션의류
2025.04.30,02:00,캐나다산 황금오일 대마종자유 12박스+방송중 6박스 더 (총 18개월분)GS홈쇼핑,GS홈쇼핑,식품
2025.04.30,02:00,[신영와코루 메모리업] 신영와코루 메모리업 쿨 썸머 브라팬티 5세트 롯데원티비,롯데원티비,패션의류
2025.04.30,02:00,로베디카파1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.04.30,02:00,[캘빈클라인스포츠] 25SS 여성 상의 3종 세트 (자켓+긴팔티+반팔티)롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.30,02:05,더엣지 25SS 리오셀 혼방 스커트CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:11,(방송에서만)에코센스 히트락 올트라이탄 밀폐용기 13종SK스토아,SK스토아,생활/건강
2025.04.30,02:15,더엣지 25SS 썸머 스트링 뷔스티에 원피스CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:20,"[어반나이프] 어반나이프 생소시지 플래터 세트 (소시지 3종, 사워크라우트, 홀그레인 머스타드) (1) 롯데원티비",롯데원티비,식품
2025.04.30,02:20,퍼니트 액티브 포스파티딜세린(250115)_세일가현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.30,02:25,★25SS★세컨스킨 에어홀 심리스 팬티 8종 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:25,[어메이징넛츠] 어메이징넛츠 20gx100봉롯데원티비,롯데원티비,식품
2025.04.30,02:30,더엣지 25SS 코튼100% 크로셰 후드니트 1종CJ온스타일,CJ온스타일,패션의류
2025.04.30,02:30,[라코스테] 라코스테 LACOSTE 25SS 여성 쿨 아웃밴드 브라팬티 4세트 롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.30,02:30,[사만사타바사] ○로렌 인트레치아토 크로스바디백롯데원티비,롯데원티비,패션잡화
2025.04.30,02:31,25SS 인스타일 반전 티블라우스 6종쇼핑엔티,쇼핑엔티,패션의류
2025.04.30,02:35,[미리주문5%↓][더엣지X바이에딧]25SS 레이스 레이어드 랩 스커CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:35,"[어반나이프] 어반나이프 생소시지 플래터 세트 (소시지 3종, 사워크라우트, 홀그레인 머스타드) (1) 롯데원티비",롯데원티비,식품
2025.04.30,02:38,[기본] 김소형 본초 생곡물팩 클렌저 (160g*7병+4g*8매+체험분3매)신세계쇼핑,신세계쇼핑,화장품/미용
2025.04.30,02:40,[어메이징넛츠] 어메이징넛츠 20gx100봉(2)롯데원티비,롯데원티비,식품
2025.04.30,02:40,[ESSA]에싸 리오네 더블스윙 소파(리브) 4인+스툴+쿠션3GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,가구/인테리어
2025.04.30,02:45,더엣지 25SS 리오셀 혼방 스커트CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:45,[사만사타바사] ②로렌 인트레치아토 크로스바디백롯데원티비,롯데원티비,패션잡화
2025.04.30,02:45,라삐아프 25SS 테이퍼드팬츠 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.30,02:50,"[어반나이프] 어반나이프 생소시지 플래터 세트 (소시지 3종, 사워크라우트, 홀그레인 머스타드) (1) 롯데원티비",롯데원티비,식품
2025.04.30,02:50,[리뉴얼] 레드플러스청양구기자14통+스푼5개공영쇼핑,공영쇼핑,식품
2025.04.30,02:51,AGK 까루 음식물처리기 가정용 분쇄기 건조기GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,디지털/가전
2025.04.30,02:51,남녀공용 정수리 가발 1+1SK스토아,SK스토아,화장품/미용
2025.04.30,02:52,[2025 뷰티페스타특집전][new튜베로즈] 졸리줄리 프리미엄컬렉션 (튜베로즈50ml +빠르펭드레브100ml + 엘리벨르 100ml+트레드라빌50ml)홈앤쇼핑,홈앤쇼핑,화장품/미용
2025.04.30,02:55,더엣지 25SS 썸머 스트링 뷔스티에 원피스CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,02:55,[어메이징넛츠] 어메이징넛츠 20gx100봉(3)롯데원티비,롯데원티비,식품
2025.04.30,02:56,지프 25SS 최신상 TRAIL RATED 케스케이드 소로나 반팔 티셔츠 3종 남녀공용GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.30,03:00,[방송에서만 최다2.5만샷]퓨라셀미 레이저 뷰티기기CJ온스타일,CJ온스타일,여가/생활편의
2025.04.30,03:00,이롬생식 1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.30,03:00,[사만사타바사] ③로렌 인트레치아토 크로스바디백롯데원티비,롯데원티비,패션잡화
2025.04.30,03:00,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,화장품/미용
2025.04.30,03:00,USPA PQ 라운드셔츠(250423)_5분편집현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.30,03:01,지프 25SS 최신상 에어로 쿨텐션 반팔티+반바지 세트GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.30,03:05,★25SS★세컨스킨 에어홀 심리스 팬티 8종 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.30,03:05,Ai쇼핑쇼-헌터 선글라스(250422)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.30,03:05,"[어반나이프] 어반나이프 생소시지 플래터 세트 (소시지 3종, 사워크라우트, 홀그레인 머스타드) (1) 롯데원티비",롯데원티비,식품
2025.04.30,03:06,마운티아 25SS 최산상 여성 레이어드 베스트+베이스레이어 총 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,스포츠/레저
2025.04.30,03:10,[어메이징넛츠] 어메이징넛츠 20gx100봉롯데원티비,롯데원티비,식품
2025.04.30,03:10,USPA PQ 라운드셔츠(250423)_5분편집현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.30,03:10,라삐아프 25SS 크롭와이드팬츠 3종GS홈쇼핑,GS홈쇼핑,패션의류
2025.04.30,03:10,[슈리오] 소가죽 위빙 컴포트 로퍼 (4cm 히든 키높이)공영쇼핑,공영쇼핑,패션잡화
2025.04.30,03:11,비비안 썸머 브라팬티 4세트+팬티4종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.30,03:15,[사만사타바사] ④로렌 인트레치아토 크로스바디백롯데원티비,롯데원티비,패션잡화
2025.04.30,03:15,신일 서큘레이터(250422)_5분편집현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,디지털/가전
