date,time,broad_info,company_info,category
2025.04.19,00:00,보험NS홈쇼핑,NS홈쇼핑,여가/생활편의
2025.04.19,00:02,우렁이살1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.19,00:20,보험 2부NS홈쇼핑,NS홈쇼핑,여가/생활편의
2025.04.19,00:20,다이슨 에어랩 오리진 니켈코퍼(250416)_재편집현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,화장품/미용
2025.04.19,00:31,[광복80주년] 울릉도/독도 3일 여행 ★강릉/묵호/후포 출발 선택가능★SK스토아,SK스토아,여가/생활편의
2025.04.19,00:32,[50％세일] 종근당건강 락토핏 코어맥스 8개월분쇼핑엔티,쇼핑엔티,식품
2025.04.19,00:37,[워너비패키지] KEYTH 핑크 마그넷 쿠션 본품 3개+선세럼+컨실러+타올 3종+상품평 시 핸드밤신세계쇼핑,신세계쇼핑,화장품/미용
2025.04.19,00:38,[상담만 받아도 특별한 혜택] 나에게맞춘플러스간편건강보험_MGS홈쇼핑 마이샵,GS홈쇼핑 마이샵,
2025.04.19,00:39,[ELLE SPORT] 남성 기능성 캐주얼팬츠3종KT알파쇼핑,KT알파쇼핑,패션의류
2025.04.19,00:40,[시서스 다이어트] 방송에서만 +1박스 더![24주+4주]뉴온 시서스필 다이어트 28주분 (28정 X7박스)롯데원티비,롯데원티비,식품
2025.04.19,00:40,보험 3부NS홈쇼핑,NS홈쇼핑,여가/생활편의
2025.04.19,00:45,구강유산균함유 자일리톨 캔디 페퍼민트 후레쉬 60g x6개+오리지널 60g x2개CJ온스타일 플러스,CJ온스타일 플러스,식품
2025.04.19,01:00,바디랩 유기농 레몬즙(250115)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.19,01:00,[KAMUT]골드카무트 효소 10박스홈앤쇼핑,홈앤쇼핑,식품
2025.04.19,01:00,[리뉴얼] 레드플러스청양구기자14통+스푼5개공영쇼핑,공영쇼핑,식품
2025.04.19,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.04.19,01:03,손질갑오징어1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.19,01:05,뉴온 시서스 라인 다이어트 2박스GS홈쇼핑,GS홈쇼핑,식품
2025.04.19,01:10,[게스 언더웨어] GUESS 게스 25SS 브라 슬리브 3종롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.19,01:20,바디랩레몬즙(건강식품)(재)현대홈쇼핑,현대홈쇼핑,식품
2025.04.19,01:30,[빠른배송] 스와니브 캐비어 아이크림 10종 + 무료체험 1종홈앤쇼핑,홈앤쇼핑,화장품/미용
2025.04.19,01:31,"에드윈 25SS 파격초특가! 리오셀 루즈 테이퍼드 데님 팬츠 3종, 남성쇼핑엔티",쇼핑엔티,패션의류
2025.04.19,01:31,더마픽스 휴멀 콜라겐 마스크팩  48매+무료체험분 1매 매니아 패키지SK스토아,SK스토아,화장품/미용
2025.04.19,01:38,방송에서만] 쏘헤어 아르간 너리싱 샴푸 1000g 5통  무료체험분 7ml 2매신세계쇼핑,신세계쇼핑,화장품/미용
2025.04.19,01:39,뉴트리코어 PS 9개월분GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.19,01:40,한미 검은콩 고칼슘두유(250109)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.19,01:40,NNF 25SS 나일론 셋업 3종KT알파쇼핑,KT알파쇼핑,패션의류
2025.04.19,01:45,[온플] 까사렐 25SS 프렌치린넨100 싱글 자켓CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,01:55,비비안 스킨핏 124차 누디 거들 쉐이핑 팬티 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,02:00,★오연수의 선택★[에버홈]생선구이기공영쇼핑,공영쇼핑,생활/건강
2025.04.19,02:00,블라우풍트  스테레오 OWS 오픈픽 무선 이어폰 + 보조배터리GS홈쇼핑,GS홈쇼핑,디지털/가전
2025.04.19,02:00,히트상품 앵콜방송 2부NS홈쇼핑,NS홈쇼핑,식품
2025.04.19,02:00,[해운대 암소갈비집] 해운대 암소갈비집 양념갈비 400g*7팩롯데원티비,롯데원티비,식품
2025.04.19,02:00,고등어가자미세트1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.19,02:00,[데렉램 10 크로스비] 25SS Naia™ 아세테이트100 슬리브리스 3종롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.19,02:05,25SS 빈트릴 반팔티셔츠 4종 세트 남성CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,02:10,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.04.19,02:10,타투그리모 컬러링 에센스 6통+ 라이너 1통CJ온스타일,CJ온스타일,화장품/미용
2025.04.19,02:11,헤드스파7 헤어 볼륨스타일러 레드 에디션 더블 패키지SK스토아,SK스토아,화장품/미용
2025.04.19,02:15,올림픽CC VIP 골프 멤버십CJ온스타일 플러스,CJ온스타일 플러스,여가/생활편의
2025.04.19,02:20,Ai쇼핑쇼-디아루체 스팽글 실크 페이퍼얀 니트(250407)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,02:20,[로나피아] 25SS 크레이프 자켓 원피스 1종홈앤쇼핑,홈앤쇼핑,패션의류
2025.04.19,02:25,Ai쇼핑쇼-오리지날리 에센셜 포켓 니트(250403)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,02:25,[온플] 까사렐 25SS 프렌치린넨100 싱글 자켓CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,02:30,[K]프리미엄 호주산 양모 워싱 스프레드 1+ 양모 베개커버2롯데홈쇼핑,롯데홈쇼핑,가구/인테리어
2025.04.19,02:30,Ai쇼핑쇼-메트로시티 선글라스(250409)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.19,02:31,[뚜껑 총2개!!][4단]리빙톤 360도 이동식 폴딩 수납장쇼핑엔티,쇼핑엔티,생활/건강
2025.04.19,02:35,비비안 스킨핏 124차 누디 거들 쉐이핑 팬티 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,02:35,Ai쇼핑쇼-크레송 니트패치 자켓/후디 원피스(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,02:38,[1만원인하] 인스타일 25SS  반전 티블라우스 6종신세계쇼핑,신세계쇼핑,패션의류
2025.04.19,02:39,[한삼인] (1)한삼인 홍삼 밤양갱스틱 2세트+쇼핑백 2개롯데원티비,롯데원티비,식품
2025.04.19,02:40,1통무료체험★쉬슬러 퍼펙트클린 세제 3.05L 12통+에이프릴 섬유유연제 4개KT알파쇼핑,KT알파쇼핑,생활/건강
2025.04.19,02:40,25SS 빈트릴 반팔티셔츠 4종 세트 남성CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,02:40,Ai쇼핑쇼-디아루체 3D엠보 플리츠 블라우스(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,02:40,닉스 NIX 25SS 최신상 여성 보이브렌드 배기핏 마 블렌디드 썸머 데님 2종 세트GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,02:44,[12개월] 본 혈당 케어 12박스롯데원티비,롯데원티비,식품
2025.04.19,02:45,서포트라이트 TRICK 선글라스GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션잡화
2025.04.19,02:45,Ai쇼핑쇼-VT 리들샷 PDRN 아이리프터 크림(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,화장품/미용
2025.04.19,02:50,제주산 당찬여주 분말16통+스푼5개_F2_R공영쇼핑,공영쇼핑,식품
2025.04.19,02:50,올림픽CC VIP 골프 멤버십CJ온스타일 플러스,CJ온스타일 플러스,여가/생활편의
2025.04.19,02:50,에코센스 올트라이탄 밀폐용기 특대용량 5000ml x 2개GS홈쇼핑,GS홈쇼핑,생활/건강
2025.04.19,02:50,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.04.19,02:50,Ai쇼핑쇼-메트로시티 선글라스(250409)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.19,02:51,[12주분]키클래오 HT042 프라임 28병x3박스GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.19,02:55,Ai쇼핑쇼-크레송 니트패치 자켓/후디 원피스(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,02:56,셀비전 쎄라쥬 패키지GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,디지털/가전
2025.04.19,03:00,국내산절단꽃게1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.19,03:00,Ai쇼핑쇼-디아루체 3D엠보 플리츠 블라우스(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:00,[온플] 까사렐 25SS 프렌치린넨100 싱글 자켓CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:00,히트상품 앵콜방송3부NS홈쇼핑,NS홈쇼핑,식품
2025.04.19,03:01,라삐아프 25SS 크리즈 팬츠 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,03:05,Ai쇼핑쇼-VT 리들샷 PDRN 아이리프터 크림(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,화장품/미용
2025.04.19,03:06,삼성 비스포크 4도어 냉장고 RM70F90R2WGS홈쇼핑 마이샵,GS홈쇼핑 마이샵,디지털/가전
2025.04.19,03:06,[한삼인] (2)한삼인 홍삼 밤양갱스틱 2세트+쇼핑백 2개롯데원티비,롯데원티비,식품
2025.04.19,03:10,비비안 스킨핏 124차 누디 거들 쉐이핑 팬티 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:10,"[최초가99,000]셀렙샵 에디션 린넨코튼 데님자켓CJ온스타일",CJ온스타일,패션의류
2025.04.19,03:10,Ai쇼핑쇼-메트로시티 선글라스(250409)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.19,03:10,통통가리비살 100g x 14팩 / 총 1.4kg공영쇼핑,공영쇼핑,식품
2025.04.19,03:10,[LBL] 25SS 그레이스 SHEER 타이 블라우스 2종+이너 1종롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.19,03:11,[OneTV][SK]사커 워싱 스프레드 2장+ 사커 바디필로우 1롯데원티비,롯데원티비,가구/인테리어
2025.04.19,03:11,엔니튜드 25SS 린넨 크로셰 카라 니트3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,03:15,Ai쇼핑쇼-크레송 니트패치 자켓/후디 원피스(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:15,25SS 빈트릴 반팔티셔츠 4종 세트 남성CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:16,[한삼인] (3)한삼인 홍삼 밤양갱스틱 2세트+쇼핑백 2개롯데원티비,롯데원티비,식품
2025.04.19,03:16,김서룡 25SS NEW 홀터넥 원피스 Ver.2GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,03:20,Ai쇼핑쇼-디아루체 3D엠보 플리츠 블라우스(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:21,[더플레오(침구)] ○[OneTV][SK]사커 워싱 스프레드 2장+ 사커 바디필로우 1롯데원티비,롯데원티비,가구/인테리어
2025.04.19,03:21,서포트라이트 TRICK 선글라스GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션잡화
2025.04.19,03:25,Ai쇼핑쇼-VT 리들샷 PDRN 아이리프터 크림(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,화장품/미용
2025.04.19,03:25,올림픽CC VIP 골프 멤버십CJ온스타일 플러스,CJ온스타일 플러스,여가/생활편의
2025.04.19,03:26,[한삼인] (1)한삼인 홍삼 밤양갱스틱 2세트+쇼핑백 2개롯데원티비,롯데원티비,식품
2025.04.19,03:26,멜리사 25SS 포제션 샌들 1종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션잡화
2025.04.19,03:27,[티에스/방송에서만] NEW최신상 TS 엑스비오틴샴푸 완벽더블구성 (+블루샴푸 2통더)홈앤쇼핑,홈앤쇼핑,화장품/미용
2025.04.19,03:30,Ai쇼핑쇼-메트로시티 선글라스(250409)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.19,03:30,막스스튜디오 25SS 팬시 컬렉션 트위드 재킷GS홈쇼핑,GS홈쇼핑,패션의류
2025.04.19,03:30,"[안나수이] ☆퍼플, 민트 컬러☆ 24 썸머 오리지널 프린트 쉬폰 가디건 세트 (+이너)롯데홈쇼핑",롯데홈쇼핑,패션의류
2025.04.19,03:31,[크로커다일 언더웨어 ] 깃털 브라팬티 5세트롯데원티비,롯데원티비,패션의류
2025.04.19,03:31,[K561]신영와코루 로맨틱블룸 한겹 실키 브라팬티 (8종)SK스토아,SK스토아,패션의류
2025.04.19,03:32,비비안 라인핏 1차 브라팬티 5세트TGS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,03:35,[온플] 까사렐 25SS 프렌치린넨100 싱글 자켓CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:35,Ai쇼핑쇼-크레송 니트패치 자켓/후디 원피스(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:37,[방송에서만 50%세일]팔레오 초임계 알티지 오메가3 10박스(10개월분)쇼핑엔티,쇼핑엔티,식품
2025.04.19,03:39,[9병]종근당건강 엑스트라버진 아보카도오일(250ml*9병)신세계쇼핑,신세계쇼핑,식품
2025.04.19,03:40,Ai쇼핑쇼-디아루체 3D엠보 플리츠 블라우스(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:40,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,디지털/가전
2025.04.19,03:40,두리씨오빨래건조대1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,생활/건강
2025.04.19,03:45,베네통스포츠 25SS 아트웍 반팔니트 3종 여성용CJ온스타일,CJ온스타일,패션의류
2025.04.19,03:45,Ai쇼핑쇼-VT 리들샷 PDRN 아이리프터 크림(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,화장품/미용
2025.04.19,03:45,비비안 스킨핏 124차 누디 거들 쉐이핑 팬티 패키지CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:50,25SS 빈트릴 반팔티셔츠 4종 세트 남성CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.19,03:50,Ai쇼핑쇼-메트로시티 선글라스(250409)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션잡화
2025.04.19,03:50,"[폴앤조] (런칭가 69,000원!) 25NEW 울캐시미어 블렌딩 홀가먼트 숄 가디건롯데홈쇼핑",롯데홈쇼핑,패션의류
2025.04.19,03:51,맥주효모 비오틴 플러스 18박스(4.3g*14포*18박스) | 원산지 : 상품정보 참조SK스토아,SK스토아,식품
2025.04.19,03:52,[더플레오(침구)] ●[OneTV][SK]사커 워싱 스프레드 2장+ 사커 바디필로우 1롯데원티비,롯데원티비,가구/인테리어
2025.04.19,03:52,셀비전 쎄라쥬 패키지GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,디지털/가전
2025.04.19,03:55,Ai쇼핑쇼-크레송 니트패치 자켓/후디 원피스(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,03:57,라삐아프 25SS 크리즈 팬츠 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.19,03:57,[지프] O JEEP 여성 24FW 스트레이트 팬츠 1종롯데원티비,롯데원티비,패션의류
2025.04.19,03:59,[BEST]브이컷 코튼 100 튜블러 티셔츠 5종신세계쇼핑,신세계쇼핑,패션의류
2025.04.19,04:00,올림픽CC VIP 골프 멤버십CJ온스타일 플러스,CJ온스타일 플러스,여가/생활편의
2025.04.19,04:00,Ai쇼핑쇼-디아루체 3D엠보 플리츠 블라우스(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.19,04:00,[방송에서만 최다] 엘로엘 팡팡 빅선쿠션 S9 기본세트 (본품2+리필3)홈앤쇼핑,홈앤쇼핑,화장품/미용
