date,time,broad_info,company_info,category
2025.04.22,00:05,[32주+2주] 더 콜라겐구미 클래식 34주분 (21구미 x 34봉)롯데홈쇼핑,롯데홈쇼핑,식품
2025.04.22,00:31,무배당 THE 건강한 치아보험 (신세계상품권)SK스토아,SK스토아,여가/생활편의
2025.04.22,00:37,DB손해보험 (무) 펫블리 반려견 보험KT알파쇼핑,KT알파쇼핑,여가/생활편의
2025.04.22,00:37,이자벨마랑 즈웰 리넨 여성 반팔티셔츠신세계쇼핑,신세계쇼핑,패션의류
2025.04.22,00:38,무배당 하나가득담은 99플랜GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,
2025.04.22,00:40,[삼성전자] 삼성 BESPOKE 스팀 [VR7MD965GRPW97/VR7MD965HRPW97] + 사은품 물걸레포 2세트 (4ea)롯데원티비,롯데원티비,디지털/가전
2025.04.22,00:43,못난이명란1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,식품
2025.04.22,00:45,[고려은단]비타민C1000 이지+비타민D 6박스 12개월분CJ온스타일 플러스,CJ온스타일 플러스,식품
2025.04.22,00:51,[빅히트/최종가]벨레즈온 심리스 브라팬티 베이직 12종쇼핑엔티,쇼핑엔티,패션의류
2025.04.22,01:00,[방송에서만] 서울대 두뇌엔닥터PS 맥스 6박스(6개월분)홈앤쇼핑,홈앤쇼핑,식품
2025.04.22,01:00,[방송에서만]원데이 알파CD 알파시클로덱스트린 18+1박스CJ온스타일,CJ온스타일,식품
2025.04.22,01:00,팔레오 맥주효모 비오틴(250313)▼세일현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.22,01:00,닥터린 하이퍼셀 알티지 오메가3 6개월분 (30캡슐 x 6박스)GS홈쇼핑,GS홈쇼핑,식품
2025.04.22,01:00,바디프랜드(렌탈)현대홈쇼핑,현대홈쇼핑,여가/생활편의
2025.04.22,01:00,신건호 멸치세트 볶음용(세멸치) 150g×3봉 + 조림용(소멸치) 150g×4봉공영쇼핑,공영쇼핑,식품
2025.04.22,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.04.22,01:05,[라코스테] 라코스테 LACOSTE 25SS 여성 시그니처 브라팬티 4세트 롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.22,01:15,[미리주문10%]셀렙샵 에디션 25SS 마스터핏 밴딩 와이드데님 2종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,01:25,아디다스 25SS 퓨징 브라팬티 5차 8종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,01:31,[더블]두뇌엔닥터PS맥스(6개월분) | 원산지 : 상품정보 참조SK스토아,SK스토아,식품
2025.04.22,01:35,[미리주문10%]셀렙샵 에디션 25SS 마스터핏 밴딩 와이드데님 2종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,01:37,래디웰 파로효소 12박스KT알파쇼핑,KT알파쇼핑,식품
2025.04.22,01:38,[14만원세일]종근당건강 산양유 단백질 퍼펙트 100 10통(직)신세계쇼핑,신세계쇼핑,식품
2025.04.22,01:39,"김동완 돈까스 19팩(등심6,치즈3,치킨4,생선3,새우3) + 소스 2종GS홈쇼핑 마이샵",GS홈쇼핑 마이샵,식품
2025.04.22,01:40,악마다이어트 슬림컷젤리(250226)_기존가현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.22,01:43,보람상조1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,여가/생활편의
2025.04.22,01:45,M12 25SS 여성 면슬럽 브이넥 티셔츠 6종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,01:51,[반값세일] 클라비스 비타  팔찌+목걸이 세트 쇼핑엔티,쇼핑엔티,스포츠/레저
2025.04.22,01:55,[미리주문10%]셀렙샵 에디션 25SS 브이넥 루즈핏 니트 3종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,02:00,보람상조2NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,여가/생활편의
2025.04.22,02:00,[팔공김치 3종세트]  배추김치7kg + 갓김치3kg + 파김치1kg (11kg)공영쇼핑,공영쇼핑,식품
2025.04.22,02:00,"[컬럼비아] (최초가 139,000원)[컬럼비아] 25SS 여성 옴니쉴드 자켓 1종 + 셋업 2종롯데홈쇼핑",롯데홈쇼핑,패션의류
2025.04.22,02:00,[6개월] 퀸즈락 갱년기 유산균 (500mg x 30캡슐 x 6박스)롯데원티비,롯데원티비,식품
2025.04.22,02:00,히트상품 앵콜방송 2부NS홈쇼핑,NS홈쇼핑,식품
2025.04.22,02:00,[St.Scott] 세인트 25SS 바이오워싱 스트라이프 티셔츠5종(여)홈앤쇼핑,홈앤쇼핑,패션의류
2025.04.22,02:00,[프롬바이오] 위&장엔 매스틱 유산균 5개월GS홈쇼핑,GS홈쇼핑,식품
2025.04.22,02:00,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,스포츠/레저
2025.04.22,02:05,다니엘트루스 오일퍼퓸 밤쉘2병(+블렌디크1. 1ml +쇼핑백1)CJ온스타일 플러스,CJ온스타일 플러스,화장품/미용
2025.04.22,02:11,(매니아)(센텔리안24) 마데카 더마쉴드 세이프 선스틱 5개SK스토아,SK스토아,화장품/미용
2025.04.22,02:14,[아난티 앳홈] 이터널저니 뱀부 타월 10종+핸드타월 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,생활/건강
2025.04.22,02:15,M12 25SS 여성 면슬럽 브이넥 티셔츠 6종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,02:19,곡물그대로24 크리스피롤 4박스(오리지널/인절미/단호박/고구마)GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.22,02:20,[릴리오] by 오일릴리 ○24FW 캐시미어 가디건롯데원티비,롯데원티비,패션의류
2025.04.22,02:20,Ai쇼핑쇼-아카이브1.61 스트랩샌들(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.22,02:25,Ai쇼핑쇼-이상봉에디션 텐셀 데님팬츠(250402)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.22,02:25,[미리주문10%]셀렙샵 에디션 25SS 브이넥 루즈핏 니트 3종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,02:30,[신영와코루 메모리업] 신영와코루 Memory Up  썸머 컴포트 브라팬티 5세트롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.22,02:30,Ai쇼핑쇼-아카이브1.61 스트랩샌들(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.22,02:35,Ai쇼핑쇼-이상봉에디션 텐셀 데님팬츠(250402)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.22,02:35,다니엘트루스 오일퍼퓸 밤쉘2병(+블렌디크1. 1ml +쇼핑백1)CJ온스타일 플러스,CJ온스타일 플러스,화장품/미용
2025.04.22,02:38,[Perry-Ellis]페리엘리스 25SS 여성 액티브 웨더자켓KT알파쇼핑,KT알파쇼핑,패션의류
2025.04.22,02:38,[방송ⓝ] 김희애의 끌레드벨 물톡크림 특가구성 신세계쇼핑,신세계쇼핑,화장품/미용
2025.04.22,02:40,M12 25SS 여성 크로셰 후드집업 1종CJ온스타일,CJ온스타일,패션의류
2025.04.22,02:40,쉬슬러세제1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,생활/건강
2025.04.22,02:40,셀폰즈 녹는실 리프팅 앰플 12주분 (3BOX)GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.04.22,02:40,Ai쇼핑쇼-아카이브1.61 스트랩샌들(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.22,02:45,Ai쇼핑쇼-이상봉에디션 텐셀 데님팬츠(250402)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.22,02:45,닉스 NIX 25SS 최신상 여성 와이드핏 마 블렌디드 썸머 데님 2종 세트GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.22,02:45,M12 25SS 여성 면슬럽 브이넥 티셔츠 6종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,02:50,[50％세일] 종근당건강 프로메가 알티지오메가3 비타민D 8개월분쇼핑엔티,쇼핑엔티,식품
2025.04.22,02:50,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,화장품/미용
2025.04.22,02:50,Ai쇼핑쇼-아카이브1.61 스트랩샌들(250415)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,스포츠/레저
2025.04.22,02:50,[바네사리찌] 체크 트렌치 재킷 공영쇼핑,공영쇼핑,패션의류
2025.04.22,02:51,닥터린 파이토 대마종자유 12+6박스GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.22,02:51,25SS 글리터 후드 집업 점퍼SK스토아,SK스토아,패션의류
2025.04.22,02:55,[미리주문10%]셀렙샵 에디션 25SS 브이넥 루즈핏 니트 3종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,02:55,Ai쇼핑쇼-이상봉에디션 텐셀 데님팬츠(250402)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.22,02:56,[베네통코리아 정품] 최신상 네모팬티 6종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.22,02:59,[1][PLUX] 플럭스 330L 인테리어 냉장고(PLX-RF330BG)롯데원티비,롯데원티비,디지털/가전
2025.04.22,03:00,상생PGM-플로너스 디퓨저 시즌5 블라썸에디션(250219)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,생활/건강
2025.04.22,03:04,[게스 언더웨어] 24FW 여성 울트라 소프트 드로즈 6종 패키지롯데원티비,롯데원티비,패션의류
2025.04.22,03:05,다니엘트루스 오일퍼퓸 밤쉘2병(+블렌디크1. 1ml +쇼핑백1)CJ온스타일 플러스,CJ온스타일 플러스,화장품/미용
2025.04.22,03:06,[아난티 앳홈] 이터널저니 뱀부 타월 10종+핸드타월 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,생활/건강
2025.04.22,03:08,[세포랩] 바이오제닉 에센스 홈앤only 패키지(155ml x 4 + 솝 100g)홈앤쇼핑,홈앤쇼핑,화장품/미용
2025.04.22,03:09,[카카오프렌즈] O 카카오프렌즈 남녀공용 썸머 셋업 2종롯데원티비,롯데원티비,패션의류
2025.04.22,03:10,아쿠아스큐텀 25SS 린넨 블렌디드 리오셀 자켓 1종CJ온스타일,CJ온스타일,패션의류
2025.04.22,03:10,[나에게맞는맞춤설계] FM에셋 무료보험상담GS홈쇼핑,GS홈쇼핑,
2025.04.22,03:11,[살림백서] 딥클리어 실내건조 세탁세제 3L*6개 +유연제1L*3개GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,생활/건강
2025.04.22,03:14,[게스 언더웨어] 24FW 여성 울트라 소프트 드로즈 6종 패키지롯데원티비,롯데원티비,패션의류
2025.04.22,03:15,M12 25SS 여성 면슬럽 브이넥 티셔츠 6종CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.22,03:19,[2][PLUX] 플럭스 330L 인테리어 냉장고(PLX-RF330BG)롯데원티비,롯데원티비,디지털/가전
2025.04.22,03:20,히트상품 앵콜방송3부NS홈쇼핑,NS홈쇼핑,식품
2025.04.22,03:24,[카카오프렌즈] ● 카카오프렌즈 남녀공용 썸머 셋업 2종롯데원티비,롯데원티비,패션의류
