date,time,broad_info,company_info,category
2025.04.21,00:00,삼성TVNS홈쇼핑,NS홈쇼핑,디지털/가전
2025.04.21,00:23,푸마의류4NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.04.21,00:27,[박소현 레몬즙](방송에서만 4박스 더!)[홀베리/16박스]1일1레몬 리얼착즙 레몬즙 16박스 (총 224포)신세계쇼핑,신세계쇼핑,식품
2025.04.21,00:31,대명아임레디 행복한플랜 삼성가전결합 - 무료상담신청SK스토아,SK스토아,여가/생활편의
2025.04.21,00:32,[50% 세일]닥터린 콘드로이친1200 콘레이티+MBP +K2 12개월분쇼핑엔티,쇼핑엔티,식품
2025.04.21,00:38,베지밀 검은콩두유 A 3박스(48팩)+B 2박스(32팩) 총5박스 80팩GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,식품
2025.04.21,00:40,"[닥터린] 반값 세일![12개월] 닥터린 콘드로이친 1200 콘레이티+MBP 12박스 (1박스:1,200mgX30정)롯데원티비",롯데원티비,식품
2025.04.21,00:55,숀리 에어 스텝퍼 계단 오르기 실내 걷기 유산소CJ온스타일 플러스,CJ온스타일 플러스,생활/건강
2025.04.21,01:00,종근당건강당케어(건강식품)현대홈쇼핑,현대홈쇼핑,식품
2025.04.21,01:00,[KEYTH/선택1] 컬러드키스 핑크 마그넷 쿠션 매니아 패키지CJ온스타일,CJ온스타일,화장품/미용
2025.04.21,01:00,팔레오 콘드로이친(230724)_자막방송현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,식품
2025.04.21,01:00,2024 가족 경북 보조개사과(부사) 4.5kg *1box공영쇼핑,공영쇼핑,식품
2025.04.21,01:00,[설성목장] 한우 양념갈비 400g x 5팩롯데홈쇼핑,롯데홈쇼핑,식품
2025.04.21,01:00,[스마트다이렉트카] 장기렌터카 비교견적서비스(2305)홈앤쇼핑,홈앤쇼핑,여가/생활편의
2025.04.21,01:00,히트상품 앵콜방송1부NS홈쇼핑,NS홈쇼핑,식품
2025.04.21,01:00,25SS 헨리로이드 여성 나일론100 냉감 윈드 자켓 1종KT알파쇼핑,KT알파쇼핑,패션의류
2025.04.21,01:00,[희망일배송] LG 통돌이 세탁기 17KG T17DX3 미드 프리실버GS홈쇼핑,GS홈쇼핑,디지털/가전
2025.04.21,01:23,리빙퓨어화장지1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,생활/건강
2025.04.21,01:27,탐모라 제주 흑돼지 순살족발 150g *  6팩 + 아강발 300g * 2팩(새우양념소스5팩)신세계쇼핑,신세계쇼핑,식품
2025.04.21,01:31,(25SS)(남여공용) CKS 시그니처 셋업 3종 패키지 (3컬러 중 택 1)SK스토아,SK스토아,패션의류
2025.04.21,01:31,(백화점판매동일) 25SS 에꼴드파리 트렌치코트+스카프 쇼핑엔티,쇼핑엔티,패션의류
2025.04.21,01:38,[영뷰티] 김소형 본초순백 비단쌀 선크림 세트 (50ml*5개+15ml*1)신세계쇼핑,신세계쇼핑,화장품/미용
2025.04.21,01:39,마미케어 율무크림 매니아구성 (크림6통+효소클렌저)GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,화장품/미용
2025.04.21,01:40,부케가르니 딥클리어 칫솔치약(240617)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,생활/건강
2025.04.21,01:55,★25SS 최신상 바바라(barbara) 알함브라 ALL-LACE 브라렛 V23CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.21,02:00,[비비안 슬림핏] 비비안 슬림핏 럭스 브라팬티 5SET+세컨팬티 3종롯데원티비,롯데원티비,패션의류
2025.04.21,02:00,히트상품 앵콜방송 2부NS홈쇼핑,NS홈쇼핑,식품
2025.04.21,02:00,[앱10%할인] 시슬리(SISLEY)- 에브리바디 심리스 (2차) 원사이즈 컴포트 팬티7종홈앤쇼핑,홈앤쇼핑,패션의류
2025.04.21,02:00,[방송혜택][무18개월][유한양행] 혈당유산균  와이즈바이옴 당큐락 9개월KT알파쇼핑,KT알파쇼핑,식품
2025.04.21,02:00,"다미소반 쌀국수 30개 (멸치맛,해물맛,사골맛)공영쇼핑",공영쇼핑,식품
2025.04.21,02:00,[캘빈클라인스포츠] 25SS 여성 상의 3종 세트 (자켓+긴팔티+반팔티)롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.21,02:00,다시보는 인기상품(재)현대홈쇼핑,현대홈쇼핑,패션의류
2025.04.21,02:00,델라모아1NS홈쇼핑 샵플러스,NS홈쇼핑 샵플러스,패션의류
2025.04.21,02:00,[L.ASY] LASY 갈락토 클렌징 (패밀리 구성)GS홈쇼핑,GS홈쇼핑,화장품/미용
2025.04.21,02:05,[임세영 착용] 바니스뉴욕 이태리 레더 백팩CJ온스타일 플러스,CJ온스타일 플러스,패션잡화
2025.04.21,02:11,(2만원최초인하)25SS 수트 셋업 4종SK스토아,SK스토아,패션의류
2025.04.21,02:15,바니스 뉴욕 시카고 스트링 밴딩 팬츠CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.21,02:20,[비버리힐스폴로클럽] O 비버리힐스폴로클럽 25SS 여성 반팔 티셔츠  5종롯데원티비,롯데원티비,패션의류
2025.04.21,02:20,Ai쇼핑쇼-플리츠미 에어메쉬 블라우스/핸드크링클 블라우스/스커트(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.21,02:25,★25SS 최신상 바바라(barbara) 알함브라 ALL-LACE 브라렛 V23CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.21,02:25,Ai쇼핑쇼-J by 루미에르 자카드 나시탑/셔츠자켓/팬츠(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.21,02:25,[일시불2만원]더엣지 트위드 플레어 원피스CJ온스타일,CJ온스타일,패션의류
2025.04.21,02:25,[아틀리에 골드] ● 24K 골드 거북이 팔찌롯데원티비,롯데원티비,패션잡화
2025.04.21,02:30,Ai쇼핑쇼-고비 실크캐시미어 5부 후드집업(250411)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.21,02:30,[더셀랩] ●[VIP패키지] 더셀랩 펜타스템 피부톤 안티에이징 스킨부스터 셀에센스 150ml * 3 + 무기자차 진정 선크림 1개롯데원티비,롯데원티비,화장품/미용
2025.04.21,02:30,[데렉램 10 크로스비] 25SS 크로셰 루즈핏 니트 4종 (니트3+이너1)롯데홈쇼핑,롯데홈쇼핑,패션의류
2025.04.21,02:31,25SS [에코에] 양가죽 위빙 로퍼쇼핑엔티,쇼핑엔티,패션잡화
2025.04.21,02:35,Ai쇼핑쇼-뷰노 하티브 심전도 측정의료기기(250408)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,생활/건강
2025.04.21,02:35,[임세영 착용] 바니스뉴욕 이태리 레더 백팩CJ온스타일 플러스,CJ온스타일 플러스,패션잡화
2025.04.21,02:35,[비버리힐스폴로클럽] ● 비버리힐스폴로클럽 25SS 여성 반팔 티셔츠  5종롯데원티비,롯데원티비,패션의류
2025.04.21,02:38,(방송에서만 야채탈수기 사은품) HC 엑슬림 제로 초고속 블랜더신세계쇼핑,신세계쇼핑,생활/건강
2025.04.21,02:40,코튼클럽 25SS 여성 에어 브라탑 런닝 3종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.21,02:40,[아틀리에 골드] ○ 24K 골드 거북이 팔찌롯데원티비,롯데원티비,패션잡화
2025.04.21,02:40,Ai쇼핑쇼-플리츠미 에어메쉬 블라우스/핸드크링클 블라우스/스커트(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
2025.04.21,02:45,바니스 뉴욕 시카고 스트링 밴딩 팬츠CJ온스타일 플러스,CJ온스타일 플러스,패션의류
2025.04.21,02:45,GS단독) 유아굿 여성 25SS 컬러 플리츠 팬츠 4종GS홈쇼핑 마이샵,GS홈쇼핑 마이샵,패션의류
2025.04.21,02:45,Ai쇼핑쇼-J by 루미에르 자카드 나시탑/셔츠자켓/팬츠(250414)현대홈쇼핑 플러스샵,현대홈쇼핑 플러스샵,패션의류
